title,company,description,datadate,salary_lower_range,salary_upper_range,is_remote,zipcode,city,state,job_type,experience_level
Departmental Analyst -P - Data Analytics,State of Michigan,"and reporting, including biannual reports to the legislature, and (3) service in the role of data steward with regard to treasury and csb interfaces, adherence…",Spring 2022,0.0,0.0,0,0,dimondale,mi,Data Analyst,0
Data Analyst,Winwire Technologies,"providing resource to add/delete/amend data within any of the production systems.manipulating data within excel, notepad, access, and any other tools available…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Junior Data Analyst - DAL-,"Evergreen Technologies, LLC.","experience with data wrangling, data cleaning and prep, dimensionality reduction.experience querying data from relational databases using sql.",Spring 2022,0.0,0.0,1,0,detroit,mi,Data Analyst,junior
Junior Data Analyst,Teamson,"at least two years of experience as an analyst working with large data sets.accurately gather and analyze data from tableau, sap, and other data sources.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,junior
"Senior Data Analyst, IT Remote",U.S. Medical Management,perform data cleansing to identify erroneous data and initiate corrections needed.collaborate with team members to collect and analyze data.,Spring 2022,0.0,0.0,1,48084,troy,mi,Data Analyst,senior
Data Analyst,Spokeo,"we collect data from a wide variety of public sources and need someone with a curious mindset who is ready to dive deep to define business rules, identify…",Spring 2022,0.0,0.0,1,91101,pasadena,ca,Data Analyst,0
Data Analyst,Alliance Health Professionals Pllc,2-3 years experience in a medical facility analyzing data is required.knowledge of pc-based applications used for data management.,Spring 2022,0.0,0.0,0,48038,clton township,mi,Data Analyst,0
Junior Data Analyst,ALTA IT Services,analyzes data and develops observations and findings based on analysis.the junior data analyst will help to shape and execute reporting strategy for data…,Spring 2022,89440.0,0.0,1,20003,washgton,dc,Data Analyst,junior
Business Analyst,"BCVS Group,inc",assist in the testing process through the development of test cases and data.gather business and technical requirements for application modifications and…,Spring 2022,62400.0,0.0,0,0,farmgton hills,mi,Data Analyst,0
"Senior Data Analyst, Games & Live Ops",PlayStation Global,demonstrated analytical skills working with large sets of complex data.this position will develop and manage towards a data analytics vision for playstation…,Spring 2022,0.0,0.0,1,0,san mateo,ca,Data Analyst,senior
Data Analyst,Vaco,create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting components from multiple data sources…,Spring 2022,0.0,0.0,1,0,new york,ny,Data Analyst,0
Remote Data Analyst Training and Placement in Precision Tech...,precision technologies corp,"proven ability to apply advanced descriptive, inferential, exploratory, and predictive statistical techniques, including data mining and machine learning…",Spring 2022,62400.0,124800.0,1,0,,,Data Analyst,0
Healthcare Data Analyst,"Second Wave Delivery Systems, LLC","as a data analyst you will be inspecting, cleansing, transforming, and modelling data with the goal of discovering useful information, informing conclusions,…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
IT Business Analyst,Stafford Gray LLC,candidate will be in office 2 days a week and work remotely 3 days a week.*.azure devops: 3 years (required).business analyst: 3 years (required).,Spring 2022,83200.0,93600.0,1,48933,hybrid   lansg,mi,Data Analyst,0
Data Analyst,Infinity Quest,extensive experience with data visualization.pharmacy software: 3 years (preferred).data management: 3 years (required).,Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Data Analyst,Curative,the data analyst will work on our data team alongside data scientists and data engineers.the objective is to increase the data team's capacity for providing…,Spring 2022,0.0,0.0,1,78704,aust,tx,Data Analyst,0
Entry level Data Analyst,Emonics LLC,"collaborate with healthcare analytics business and data smes to profile, analyze, and model data, including creating logical mapping of source data into target…",Spring 2022,83200.0,124800.0,1,0,,,Data Analyst,entry level
Data Analyst,"Iver Solutions, LLC",5-8 years of experience in pulling large and complex data using sql and writing data pipelines and statistic modeling.,Spring 2022,145600.0,149760.0,0,0,seattle,wa,Data Analyst,0
Health Data Analyst,"NN Tech, LLC",this position supports data quality and data stewardship functions to maintain data accuracy and identify new metrics.designing database tables and structures.,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Research Master,ucd,"we need a researcher to help gather, organize, and present data for buyers and owners of commercial property.researcher will also help gather, organize, filter…",Spring 2022,45760.0,0.0,1,0,,,Other,0
"Data Analyst, adidas",Archrival,collect and connect data from multiple unstructured sources to aid in a comprehensive view of project performance – included establishing relationships with…,Spring 2022,0.0,0.0,0,0,portland,or,Data Analyst,0
Business and Data Analyst,Stellantis,"this includes requirements gathering, developing a rich understanding of required data, facilitating the design of deliverables, partnering with technical and…",Spring 2022,0.0,0.0,0,483261,auburn hills,mi,Data Analyst,0
"Deutsche Bank Analyst Program - Technology, Data and Innovat...",Deutsche Bank,depending on your rotation you will gain expertise in:designing & delivering engineering solutions for our businesses and customersproviding production…,Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Business Analyst,Kinetix,at the drive through you break down why some restaurants get you a royale with cheese in 10 minutes and then promptly share your results with the manager of…,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst,9thWonder,work with large data sets via automated and hands-on data processing to produce structured data sets for analysis.9thwonder is looking for a data analyst.,Spring 2022,0.0,0.0,1,482264,detroit,mi,Data Analyst,0
Data Analyst,FULLER THEOLOGICAL,collaborate with other its staff on data warehousing and data integrity.investigative data analysis - must be proactive in assessing future data needs/must be…,Spring 2022,0.0,0.0,1,91182,pasadena,ca,Data Analyst,0
Data Analyst,"EDO, Inc",patience and meticulousness necessary for precise data analysis and data exploration.experience collaborating with both business and engineering stakeholders…,Spring 2022,0.0,0.0,1,0,los angeles,ca,Data Analyst,0
Data Analyst,CPL Recruitment,"excellent eye for detail, with a curiosity mindset and attitude for data discovery.various analytical, reporting, data-consolidating tasks.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst,Sessions,"mentor junior analysts, raising the quality and efficiency of data products across the team and company.improve business operations, advocating for a data…",Spring 2022,0.0,0.0,1,0,san francisco,ca,Data Analyst,0
Data Analyst,Pine Park Health,ability to develop detailed data request specifications based on existing company data model for de-identified patient data pulls as inputs into analytics…,Spring 2022,0.0,0.0,1,0,san francisco,ca,Data Analyst,0
Business Analyst,"Info Origin, Inc.",minimum of 5 years being the liaison between technical teams and the project stakeholders.minimum of 5 years developing and/or managing user stories on agile…,Spring 2022,156000.0,0.0,0,0,lansg,mi,Data Analyst,0
Data Analyst,Disney Streaming,"familiarity with data exploration and data visualization tools like tableau, looker, chartio, etc.this expertise will manifest in the design and implementation…",Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Data Analyst I,Management Science Associates Inc.,"this will include data loading, cleansing, master data management and extraction as well as building data warehouses and reporting.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst,Fincons Group,several years of experience as a data analyst.experience as analyst of metric and kpi data based on around basic statistics.,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Senior Data & Research Analyst,Dialexa,experience with visualizing data and deriving actionable insights from data.utilizing quantitative methods to create data-driven personas.,Spring 2022,0.0,0.0,1,0,chicago,il,Data Analyst,senior
 Entry Level - Data Analyst,Textron Aviation,performs data analysis via various data-mining and statistical techniques to gain insights from data to support business objectives.12-paid holidays a year.,Spring 2022,0.0,0.0,0,0,wichita,ks,Data Analyst,entry level
Data Analyst,TMF Health Quality Institute,"develops programs and scripts for data transformation, integration, reduction, and data visualization across multiple data sets.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Business Analyst,Creative Consulting Company,"process, system, and data flow diagrams.7+ years’ experience testing custom or off-the-shelf applications, reports, large data sets, or dashboards.",Spring 2022,166400.0,0.0,1,0,,,Data Analyst,0
Data Analyst,SWI,"5-7 years of experience required.*.design, implement, automate and maintain large scale enterprise data etl processes.",Spring 2022,135200.0,0.0,0,98004,bellevue,wa,Data Analyst,0
Data Analyst,Limbix,experience with social science data.partner with engineering to continually improve the quality of our data and analytics and data infrastructure.,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
SENIOR DATA ANALYST,UniGroup,"implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,senior
Data Analyst,Scripps Health,"may be involved in exploratory data analysis, confirmatory data analysis and/or qualitative analysis.gathering operational data to examine past business…",Spring 2022,0.0,0.0,0,92127,san diego,ca,Data Analyst,0
Data Analyst,Ingress IT Solutions,compile and analyze data related to business' issues.develop clear visualizations to convey complicated data in a straightforward fashion.,Spring 2022,72800.0,93600.0,1,0,,,Data Analyst,0
Data Analyst,Flair IT Solutions,minimum of 5 years experience in data analysis.we are currently looking for an experienced data analyst with following preferred and required skills for a full…,Spring 2022,0.0,0.0,0,48375,novi,mi,Data Analyst,0
Data Analyst,Interon IT Solutions LLC,"at least five (5) years of experience in writing data conversion logic in java, scripting languages such as *sql, python, linux shell script, perl, windows…",Spring 2022,104000.0,114400.0,1,0,,,Data Analyst,0
Clinical Data Analyst,Health Gorilla,establish data quality standards for incoming clinical data from multiple sources.evaluate data quality and data performance metrics of our processing…,Spring 2022,0.0,0.0,1,0,miami,fl,Data Analyst,0
Data Analyst,"Envorso, LLC","documentation of data practices and governance protocols.data analyst that builds, maintains and provides production reports.ford & lincoln x-plan pricing.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst - Tiktok Ads,TikTok,expert experience pulling large and complex data using sql and writing data pipelines.experience with a data visualization tool (e.g. tableau);,Spring 2022,0.0,0.0,0,0,seattle,wa,Data Analyst,0
Data Analyst,Scott Credit Union,"they act as a consultant between technology and the business units to help derive timely, accurate, actionable insights from raw data and established data…",Spring 2022,0.0,0.0,1,62025,edwardsville,il,Data Analyst,0
Data Analyst,Jetty,"help design and manage processes that enable the go-to-market organization to be more successful.manage ad-hoc tasks like dataloads, reporting, and analysis,…",Spring 2022,0.0,0.0,1,0,new york,ny,Data Analyst,0
Data Analyst,Poloniex,"collect/manage diverse data to generate curated data sets for ease of interpretation and reporting.perform complex data analysis of customer data, provide…",Spring 2022,0.0,0.0,1,0,boston,ma,Data Analyst,0
Pharmaceutical Commercial Data Analyst,HopeRun Technology Corporation,"analyze different pharmaceutical/life sciences data sets like claims data, electronic medical records, anonymous patient-level data, prescription data & sales…",Spring 2022,93600.0,0.0,1,0,,,Data Analyst,0
Data Analyst,Kalibri Labs,"1 to 3 years of relevant professional experience in data research, data collection, hospitality data, business intelligence, data analytics, or data…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Visualization Analyst,Farm Journal,organize and clean unstructured data to present through tableau and alter data models and package structure as business requirement change.,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Operations Analyst,Revint Solutions,"full client implementations – acquiring data, importing data, validating data, and getting the system ready for go live.",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
"Analyst, Data and Insights, Storytelling/Publishing",The New York Times,democratize data through skillful data structuring and the use of visualization tools.write sql to pipeline and analyze big data.experience with a/b testing.,Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Data Analyst Consultant,MI-GSO | PCUBED,"you should have a least a bachelor’s degree, 3-5 years of data analysis/data science experience working in a project environment, and you want to develop…",Spring 2022,0.0,0.0,0,0,southfield,mi,Data Analyst,0
Business Analyst,Triunity software Inc.,performs business analysis tasks such as problem solving and new requirements definition tasks per area of focus within business analysis as assigned by manager…,Spring 2022,62400.0,114400.0,1,0,,,Data Analyst,0
Precision Health Data Analyst,University of Michigan,"a master’s degree in health-related science or information science, public health or similar fields with computer/computational/data science specialization and…",Spring 2022,0.0,0.0,0,481091,ann arbor,mi,Data Analyst,0
Global People Data Analyst (Remote),Nielsen,"5 years of hr systems experience, sap preferred.work with people teams to ensure the establishment of global data definitions, uses, and standards.",Spring 2022,0.0,0.0,1,0,united states,,Data Analyst,0
Data Analyst,"Northern Embedded Solutions, LLC",experience developing data parsers for table and relational data sets.the analyst will work with operations and other engineering personnel to identify what…,Spring 2022,74609.59999999999,107203.2,1,0,fairbanks,ak,Data Analyst,0
Data Analyst,Double,"lead a project to unify our data model across teams, and benchmark possible data tools to create more insightful reporting, more easily.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst,HashiCorp,"3+ years with relevant data analyst, business analyst, and/or data warehousing experience.manage and build infrastructure required for optimal etl of data from…",Spring 2022,0.0,0.0,1,0,san francisco,ca,Data Analyst,0
Data Analyst,Fidelity Investments,"5-8 -years of ux, strategy, data analytics and/or related experience is preferred.experience with both qualitative and quantitative research, including a deep…",Spring 2022,0.0,0.0,1,22106,temporarily   boston,ma,Data Analyst,0
Sports Content Data Analyst,Disney Streaming,"understanding of data warehousing concepts, design, modeling and data engineering.support business units, data teams and product/program management with…",Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Business Intelligence Data Analyst,"Morgan 6, LLC","experience with data warehouse, data lake, and enterprise big data platforms in multi-data-center contexts required.vba pension and fiduciary service (p&fs).",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Part Time Data Analyst,Pathway Healthcare LLC,"proficiency in sql with experience in report design and data dashboard development.experience working with medical, lab, and other health data preferred.",Spring 2022,0.0,0.0,0,0,united states,,Data Analyst,0
Research Data Analyst ,Stanford University,"analyze data processes in documentation.use system reports and analyses to identify potentially problematic data, make corrections, and determine root cause…",Spring 2022,0.0,0.0,0,0,stanford,ca,Data Analyst,0
"Data Visualization Analyst, CXS Insights Analytics",Aristocrat Technologies Inc,"manipulate data, flat files, and raw information into cohesive data sets for visualization.model data to ensure proper communication between data tables to…",Spring 2022,0.0,0.0,1,89135,las vegas,nv,Data Analyst,0
Business Analyst,Walt Disney World Resort,design visual representations of data.pre-analytic data integrity checks and cleanup.proven ability to analyze and investigate customer requests for data /…,Spring 2022,0.0,0.0,0,34747,kissimmee,fl,Data Analyst,0
"Data Analyst, Corporate Strategy, Planning & Analysis",Netflix,"performing data analysis and developing insightful dashboards, memos & presentations that summarize the data.we derive a significant competitive advantage from…",Spring 2022,0.0,0.0,0,0,los gatos,ca,Data Analyst,0
"Analyst, People (HR) Analytics",Saks Fifth Avenue,"design, develop and deliver customized and interactive dashboards, utilizing our existing people (hr) data and combining with other data sources, including data…",Spring 2022,0.0,0.0,1,0,new york,ny,Data Analyst,0
Junior Health Data Analyst,Logistics Management Institute,support will include both data analysis and process improvement.training on cms programs and data will be provided.open to fully remote applicants*.,Spring 2022,0.0,0.0,1,0,tysons,va,Data Analyst,junior
"Business Analyst, Tools and Reporting",TikTok,1+ years of experience in data science or analytics role.proficiency in sql - able to write structured queries on large data sets.,Spring 2022,0.0,0.0,1,0,hybrid   los angeles,ca,Data Analyst,0
Biostatistician & Data Analyst,Hospital for Special Surgery,"intermediate proficiency in data preparation, machine learning and/or data science, descriptive analyses, comparative statistics, and advanced statistical…",Spring 2022,0.0,0.0,0,10021,new york,ny,Data Analyst,0
Business Analyst -Ops,Oracle,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,0.0,0.0,0,0,Remote,,Data Analyst,0
Data Analyst,Vaco,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,0.0,0.0,1,0,new york,ny,Data Analyst,0
Data Analyst - Full Remote,System Pavers,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,0.0,0.0,1,92705,santa ana,ca,Data Analyst,0
Digital Delivery - Data Analyst - New York,Efficio Consulting,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Business Analyst,KP Partners LLC,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,124800.0,0.0,1,0,,,Data Analyst,0
Business Analyst,Creative Consulting Company,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,166400.0,0.0,1,0,,,Data Analyst,0
Data Integrity Analyst,Carhartt,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,0.0,0.0,1,0,hybrid   dearborn,mi,Data Analyst,0
Data Analyst (Open Rank),New Meridian Corporation,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,0.0,0.0,1,78759,aust,tx,Data Analyst,0
"ANALYST, IGAMING",DraftKings,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,0.0,0.0,1,0,houston,tx,Data Analyst,0
Data/Application Analyst,Incom technologies Inc,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,104000.0,135200.0,1,0,,,Data Analyst,0
Pharmaceutical Commercial Data Analyst,HopeRun Technology Corporation,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,93600.0,0.0,1,0,,,Data Analyst,0
Data Analyst - Ad Tech - Remote,Motive Interactive,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,0.0,0.0,1,92121,san diego,ca,Data Analyst,0
"Data Analyst, HealthySteps","ZERO TO THREE National Center for Infants,...",conceptualize and program a data dashboard that summarizes key data from sites’ annual data submissions.support ad hoc requests for specific data analyses.,Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Business Intelligence Analyst,Peloton,working with our engineering and product teams to understand our continually evolving data sources.extensive knowledge of manipulating large data sets using bi…,Spring 2022,0.0,0.0,1,10011,new york,ny,Data Analyst,0
Data Integrity Analyst,Carhartt,design random and scheduled master data audits of various data domains in support of data governance.participate in data governance and other projects related…,Spring 2022,0.0,0.0,1,0,hybrid   dearborn,mi,Data Analyst,0
CVO Data Analyst,UnityPoint Health,"two years’ experience working as a data analyst..experience with database design (3-5 years), administration, maintenance, documentation, support and…",Spring 2022,0.0,0.0,1,502661,west des moes,ia,Data Analyst,0
Data Analyst,Blue Cross Blue Shield of Massachusetts,"creating data mapping documents to support the building of data pipelines, dashboards, and/or data warehouse tables.",Spring 2022,0.0,0.0,1,21992,boston,ma,Data Analyst,0
Data Analyst (Open Rank),New Meridian Corporation,responds to requests for data and data interpretation.responsible for identifying the resolution of data-related problems and evaluates data for reasonableness…,Spring 2022,0.0,0.0,1,78759,aust,tx,Data Analyst,0
Clinical Data Analyst,Bainbridge Health,"experience creating and using data dashboards.as a clinical data analyst you will be responsible for providing actionable, clinical insights that improve…",Spring 2022,0.0,0.0,1,0,philadelphia,pa,Data Analyst,0
Business Analyst,KP Partners LLC,1-3 years of prior experience as a business analyst (management consulting or small business setting preferred).must be able to work with minimal supervision.,Spring 2022,124800.0,0.0,1,0,,,Data Analyst,0
Business Analyst,Delviom LLC,experienced with data storytelling and presenting analysis to senior leaders to recommend data-driven business decisions.,Spring 2022,114400.0,120640.0,1,0,,,Data Analyst,0
Jr. Data Analyst,Donato Technologies,"we are looking for someone with data analytics exp, good with sql, python, and reporting tools(power bi/tableau)**.",Spring 2022,0.0,0.0,0,0,dallas,tx,Data Analyst,jr
"Data Analyst, Customer Success",Square,"1 - 3 years of analytics, business intelligence, data science experience or equivalent.familiarity with data warehouse design and best practices.",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
"Data Analyst II, Insights & Analytics",Remitly,"our data supports data consumers like accounting, treasury, finance, and customer success.experience in analyzing large volumes of data.",Spring 2022,0.0,0.0,1,98101,seattle,wa,Data Analyst,0
Regulatory Data Analyst,Cash App,creative data visualizer and dashboard creator.previously automated reports to ensure data quality.interface with our legal team to understand and delivery…,Spring 2022,0.0,0.0,1,0,philadelphia,pa,Data Analyst,0
"Jr. Analyst, Master Data Management",Sig Sauer,ensures master data integrity in the key system master data (oracle ebs erp and oracle agile plm).use previously created sql data load definitions to update…,Spring 2022,0.0,0.0,1,3801,newgton,nh,Data Analyst,jr
Data Analyst,Arkestro,willingness to immerse yourself in a data science studio for collaborative data analysis.monitor and edit the arkestro application data model.,Spring 2022,0.0,0.0,1,0,san francisco bay area,ca,Data Analyst,0
Entry Level Data Analyst,SMB Franchise Advisors,experience with hands-on and manual data tasks.attention to detail and ability to follow instructions and written processes to deliver requirements.,Spring 2022,47798.4,55806.399999999994,1,0,,,Data Analyst,entry level
Data Analyst,Magna International Inc.,"documenting contents in a data warehouse and meta-data storage.experience with different types of data sources (relational and non-relational databases, data…",Spring 2022,0.0,0.0,0,480831,troy,mi,Data Analyst,0
Data Analyst - Full Remote,System Pavers,analyze data of current metrics and identify additional data points and kpis that would bring deeper insights to executive team.,Spring 2022,0.0,0.0,1,92705,santa ana,ca,Data Analyst,0
HR Data & Compensation Analyst,Virta Health,"maintain the integrity of employee data within our primary hris, adp, including supporting large scale data changes.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Controlled Substances Data Analyst,Michigan Medicine,ability to present data clearly for a variety of audiences.the primary responsibility of the position includes data analysis and review of a variety of data…,Spring 2022,0.0,0.0,0,48109,ann arbor,mi,Data Analyst,0
Jr. Data Analyst,PepsiCo,"familiarity with data analysis & data profiling in project, business requirements definition or data engineering in cpg or manufacturing industry.",Spring 2022,0.0,0.0,0,0,chicago,il,Data Analyst,jr
Data Analyst,ComplySci,"create and document tools and processes for supporting our data feeds.proficient with sql (preferably ms sql) to troubleshoot, analyze, and resolve data issues…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Healthcare Provider Reporting Analyst,Monogram Health,"1-3 years of experience working as an analyst in the healthcare industry specifically working with medical claims, membership, and provider data.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Product Strategy Data Analyst,Cohere Health,"understanding of healthcare data a plus, but not required.conduct and build data analyses to answer key business, product, market, and operational questions…",Spring 2022,0.0,0.0,1,0,boston,ma,Data Analyst,0
Digital Delivery - Data Analyst - New York,Efficio Consulting,"independently conduct analysis in sql & tableau, sharing results and collaborating with clients, efficio’s client facing teams, and efficio’s technical experts.",Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Health Information Analyst,Michigan Medicine,"evaluate the integrity and comparability of data and identify gaps in data sources.interpret health data attributes, including data definitions, value sets,…",Spring 2022,0.0,0.0,0,0,ann arbor,mi,Data Analyst,0
Transaction Banking-DALLAS-Analyst-Data Science,Goldman Sachs,interface with data architecture and data platform teams for model training & production processes.either strong data science/ml background or experience in…,Spring 2022,0.0,0.0,0,75201,dallas,tx,Data Scientist,0
Excel Data Analyst Teacher,Skillademia UAB,"we are looking for individuals who specialize in the microsoft excel data analysis and data visualizations, and are willing to create online course material for…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Senior Data Insights Analyst,"Bluecore, Inc.","strong knowledge of sql, including 2-5 years' experience writing queries and leveraging advanced sql concepts & data storage structures.",Spring 2022,0.0,0.0,1,100021,new york,ny,Data Analyst,senior
Data Extract Analyst,Ascension,"4+ years of microsoft sql, google big query,or dba experience.experience developing sql reports or extracts.experience working with visual studios.",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Data Analyst,EXOS,"collaborate with key stakeholders to understand data requirements necessary for building new data pipelines, and optimize existing data streams, so that…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst,TARGET,"solid problem solving, analytical skills, and data curiosity.build expertise in data function and integrate with business partners and other data teams to…",Spring 2022,0.0,0.0,0,554031,mneapolis,mn,Data Analyst,0
Digital Analyst,Lulus Fashion Lounge Llc,"1-3 years experience as a data analyst, business analyst, operations analyst, statistician, or similar role required.",Spring 2022,0.0,0.0,1,959281,chico,ca,Data Analyst,0
Data Insights Analyst,Macro Consultants,"experience data visualization tools (e.g., tableau, powerbi).5+ years of experience in strategic consulting, data analytics, marketing or program management.",Spring 2022,0.0,0.0,0,100181,new york,ny,Data Analyst,0
Research Data Analyst,Komodo Health,"published manuscripts using claims data.at least two years of experience working with healthcare claims (data query, data cleaning, descriptive and inferential…",Spring 2022,0.0,0.0,1,0,chicago,il,Data Analyst,0
Sr. Business Data Analyst,Norwin LLC,working with varieties stakeholder holders to understand the data that needs to be collected and the story behind the data.,Spring 2022,0.0,0.0,1,94080,south san francisco,ca,Data Analyst,sr
Data Visualization Analyst,edmentum,experience extracting data from data warehouses such as aws redshift a plus.1-3 years' experience applying data visualization best practices to present…,Spring 2022,0.0,0.0,1,0,mneapolis,mn,Data Analyst,0
Business Analyst - Health,Public Consulting Group,"experience in data analysis (preferred).strong analytical skills including the ability to analyze data.gathering and analyzing a variety of data, including…",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Business Analyst,CareRev,"query, review and manipulate data.as a solutions analyst you'll report into the business systems team to solicit requirements and build innovative solutions to…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Virtual Health Plan Data Analyst,AdventHealth Corporate,health plan claims data knowledge.the health plan data analyst is responsible for data analytic strategies focused on lowering the cost of healthcare for our…,Spring 2022,0.0,0.0,1,0,altamonte sprgs,fl,Data Analyst,0
Telecomm business analyst,Winwire Technologies,"need telecom bss (retail sales, services primarily) deep experience.any salesforce training / certification is a bonus.",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Data Reconciliation Analyst,"Guideline, Inc.",details; a data detective who can navigate disparate data sources to identify patterns.assist in the development of a data reconciliation platform that will…,Spring 2022,0.0,0.0,1,0,san mateo,ca,Data Analyst,0
"Analyst, Data and Insights (Audience Analytics)",The New York Times,1-3 years of experience working with data analytics or data science teams to deliver reporting and analysis.write sql to pipeline and analyze big data.,Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Scientific Data Analyst I,Genospace,"1+ years of prior experience as a consultant, data analyst, or data scientist in a life sciences or healthcare-related information technology provider.",Spring 2022,0.0,0.0,1,0,,,Data Scientist,0
Data Analyst Associate - ,Capital One,"use data mining techniques to identify fraud rings.optimize bank atm placement through advanced data exploration.in your role, you will:",Spring 2022,0.0,0.0,0,0,mclean,va,Data Analyst,associate
Business Analyst,"Baker Tilly US, LLP","attention to detail along with a commitment to quality and confidentiality.baker tilly us, llp (baker tilly) is a leading advisory, tax and assurance firm,…",Spring 2022,0.0,0.0,1,537181,madison,wi,Data Analyst,0
Business Analyst II- Remote,HCL America Inc,"produce elements of systems design, including data migration rules, business rules, wireframes, mockups, workflows, or other detailed deliverables.",Spring 2022,145600.0,162240.0,1,22901,charlottesville,va,Data Analyst,0
Data Analyst,Analytica,"the data analyst will also be working with a senior etl developer and the data science team to understand data requirements, develop sql queries and stred…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Digital Analyst,Lulus Fashion Lounge Llc,"1-3 years experience as a data analyst, business analyst, operations analyst, statistician, or similar role required.what you'll love about us.",Spring 2022,0.0,0.0,1,959281,chico,ca,Data Analyst,0
Web Marketing Data Analyst,The Loot Company,ensuring data quality is also a key point of this role and the right candidate should have experience in with using google analytics code through google tag…,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Strategy Analyst,Wiley,"conduct quantitative and qualitative analyses leveraging both external industry and market research/data and internal data such as financial performance,…",Spring 2022,0.0,0.0,1,0,united states,,Data Analyst,0
Digital Data Analyst (Remote),Cru,"*experience with data management*, specifically with validating and interpreting large volumes of data from multiple systems.",Spring 2022,0.0,0.0,1,328321,orlando,fl,Data Analyst,0
"Morgan Health- Healthcare Innovation Data Analyst, Associate","JPMorgan Chase Bank, N.A.","they will demonstrate skill in each phase of the analytics project life-cycle, including data extraction and transformation, analytics solution design, data…",Spring 2022,0.0,0.0,0,0,washgton,dc,Data Analyst,associate
"Data Analyst, Risk",Current,3-5 years of experience in risk or data science for risk associate.1-3 years of progressive experience in risk or data science for risk analyst.,Spring 2022,0.0,0.0,0,10011,new york,ny,Data Analyst,0
Data Analyst - Stratascale,SHI International Corp.,"1-3 years’ experience in data analysis with powerbi, tableau, or clickview.advance knowledge of powerbi to develop data visualizations.",Spring 2022,0.0,0.0,0,0,detroit,mi,Data Analyst,0
