title,company,description,datadate,salary_lower_range,salary_upper_range,is_remote,zipcode,city,state,job_type,experience_level
Investment Analyst,Acara Solutions,maintain all relevant data using the company's data management software.minimum 1 year of work experience as a financial/investment/data analyst.,Spring 2022,75000.0,85000.0,1,0,,,Data Analyst,0
Data Analyst,Sundance Chevrolet,works with data sources to pull new and existing pricing data.able to analyze data to make determinations based on multiple factors.,Spring 2022,40000.0,0.0,0,48837,grand ledge,mi,Data Analyst,0
Data Analyst,Yay Lunch,"1-3 years of data analysis experience in a data warehouse or data lake environment.as a business/data analyst, you will work with various stakeholders to use…",Spring 2022,40000.0,70000.0,1,0,,,Data Analyst,0
Data Analyst,Wolfe,"manipulate and analyze complex, high-volume, high-dimensional data from various sources using different tools and data analysis techniques.",Spring 2022,65000.0,75000.0,1,0,,,Data Analyst,0
Data Analytics Associate,National Association of Corporate Directors,sql and data analytics: 3 years (required).the analytics associate will need to develop a strong understanding of nacd’s data structure and data sources.,Spring 2022,70000.0,90000.0,1,0,,,Data Analyst,associate
Data Visualization Analyst (Level  or ),Northrop Grumman,bachelor's degree plus 5 years of related experience or masters degree plus 3 years of related experience or associates degree plus 7 years of related…,Spring 2022,82400.0,123600.0,1,0,Remote,,Data Analyst,0
Hydration Data Analyst,General Motors,"translate customer interactions into business flows, data and metadata requirements.3+ years of experience creating customer journeys, influencing decisions by…",Spring 2022,110000.0,0.0,1,0,Remote,,Data Analyst,0
Systems & Data Analyst -  (Virtual),BOEING,"knowledge of oem systems & data compatibility preferred.3 years or more experience in government-issued navigation data documents (aip, aip amdt/sup, aics, faa…",Spring 2022,64890.0,120510.0,1,0,englewood,co,Data Analyst,0
Entry Level Business Analyst,BACloudSystems,involve in conducting requirements gathering sessions with the stakeholders business technical to create the high-level requirements document brd.,Spring 2022,60000.0,85000.0,1,0,,,Data Analyst,entry level
Data Analyst,"Seventh Sense Consulting, LLC","knowledge of master data management and data governance.familiarity with data quality and data governance concepts.cdp certification (desired, not required).",Spring 2022,105000.0,115000.0,1,0,Remote,,Data Analyst,0
CRM Data Analyst,Smartwyre,"the crm data analyst will perform various functions, including maintaining analyzing customer data to provide support for sales and marketing efforts.",Spring 2022,75000.0,90000.0,1,0,,,Data Analyst,0
Data Analyst,Etha One,validating quality of data and analysis.identifying analytical approaches and appropriate data to investigate.presenting findings with action items.,Spring 2022,100000.0,135000.0,1,0,,,Data Analyst,0
Marketing Data Analyst,Cohesity,proactively monitoring & auditing data sources for new or missing data.proactively seeking data from a wide variety of external sources to enhance in-house…,Spring 2022,90000.0,0.0,1,95110,san jose,ca,Data Analyst,0
Data Analyst,Cresen Solutions,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,66206.0,72474.0,1,0,,,Data Analyst,0
Data Analyst,Etha One,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,100000.0,135000.0,1,0,,,Data Analyst,0
Data Analyst,BBC Research & Consulting,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,50000.0,75000.0,1,0,,,Data Analyst,0
Analyst - Forest Carbon GIS,Anew Climate,"ability to collect, organize, and display data in spreadsheet format.follow-through skills necessary to get information from internal and third parties and…",Spring 2022,75000.0,85000.0,1,0,Remote,,Data Analyst,0
Staff Data Analyst - Product Analytics,Okta,"experience with data management, documenting process and data flows, and ensuring data quality.provide input to data engineering on requirements and…",Spring 2022,117000.0,0.0,1,0,san francisco,ca,Data Analyst,staff
Data Analyst,Cresen Solutions,hands-on technical experience and ability to perform data analysis.attention to detail and strong focus on technical analysis.,Spring 2022,66206.0,72474.0,1,0,,,Data Analyst,0
Business Analyst,K-TEK RESOURCING,"> business analysis services, work closely with stakeholders to get in-depth understanding of the business strategy, process, services.",Spring 2022,85000.0,90000.0,1,0,Remote,,Data Analyst,0
Data Analyst,"Business Performance Systems, LLC",develop data management plans for data layers.experience with data management and data governance.maintain data dictionary/meta data and adherence to…,Spring 2022,60000.0,90000.0,1,0,,,Data Analyst,0
Data Analyst,Academic Analytics Llc,"3-5 years data analysis experience or academic training.perform data analysis to support client objectives, turning data into insights that drive business…",Spring 2022,70000.0,80000.0,0,0,north carola,,Data Analyst,0
BI Analyst Associate,University of Michigan,two (2) years of experience with data extraction and analysis and data reporting.contribute to the creation of informational dashboards for recruitment and…,Spring 2022,52000.0,55000.0,0,481091,ann arbor,mi,Data Analyst,associate
Business Analyst (limited  year term),REI,"ability to analyze data across multiple data sets, interpret data into insights, and develop actionable recommendations.bring your passion and expertise.",Spring 2022,47500.0,97500.0,1,0,seattle,wa,Data Analyst,0
Business Analyst with Tableau Exp,PLAXONIC,"worked on end to end analytics projects from the source data extraction through kpi, reports & dashboards · ability to lead customer workshops and customer…",Spring 2022,100000.0,110000.0,0,0,novi,mi,Data Analyst,0
Marketing Data Analyst,Gloo,creating data visualizations that use data storytelling design principles.collecting and cleaning data from various systems to prepare data for analysis.,Spring 2022,60000.0,80000.0,1,80302,hybrid   boulder,co,Data Analyst,0
Data Analyst,"LG CNS America, Inc","acquires data from multiple data sources in order to perform analysis.working on big data/analytics projects that gather and integrate large volumes of data,…",Spring 2022,50000.0,0.0,1,0,,,Data Analyst,0
COVID-NET Data Analyst,CDC Foundation,"perform basic data management, data cleaning and statistical analysis using sas, r, or other statistical programming language on infectious disease data to…",Spring 2022,72000.0,0.0,1,0,Remote,,Data Analyst,0
Healthcare Data Analyst/Engineer-Work from home-Evernorth,Cigna,"this opportunity focuses heavily on data manipulation, trend analysis, reverse engineering issues within data, and using tools to publish quality data and…",Spring 2022,89800.0,149600.0,1,61526,hartford,ct,Data Engineer,0
Data Analyst,Zodiac Solutions,identify risks and opportunities of potential logic and data issues within the data environment.function as the technical decision authority and own the data…,Spring 2022,60323.0,112999.0,0,0,bellevue,wa,Data Analyst,0
Research Data Analyst,New York University,"fai is currently seeking a detail-oriented data analyst with an interest in policy research to support fai’s research on financial inclusion, microfinance,…",Spring 2022,75000.0,0.0,1,100121,hybrid   new york,ny,Data Analyst,0
Analyst - Forest Carbon GIS,Anew Climate,experience cleaning and wrangling data.collect and synthesize data related to ongoing and planned forest carbon projects.location: *remote (us or canada).,Spring 2022,75000.0,85000.0,1,0,Remote,,Data Analyst,0
Business Analyst,The GSH Group,"at the gsh group, our goal is balance.we are in business to earn superior returns for our investors and provide affordable homes for our country’s essential…",Spring 2022,75000.0,80000.0,0,48017,clawson,mi,Data Analyst,0
Data Science Analyst - Research,Mayo Clinic,"creates or modifies scripts or software applications to support data management, data extraction and data analysis as required.",Spring 2022,89773.0,134638.0,0,0,rochester,mn,Data Scientist,0
Senior HEDIS Data Analyst - work from home!,CareSeed,healthcare data: 3 years (required).we are looking for an experienced analyst to manage clients’ data-processing activities as we grow.,Spring 2022,110000.0,150000.0,1,0,,,Data Analyst,senior
CRM & Marketing Data Insights Analyst,H&M,be the expert in all customer data sources and primary responsible for staying up to date on all customer database updates from global; partners with global…,Spring 2022,110500.0,125000.0,0,10011,new york,ny,Data Analyst,0
Health Data Analyst (IT),Health Plan of San Mateo,analyze data and create reports/data extractions.design and develop relational databases for collecting data and create data collection screens.,Spring 2022,77000.0,89000.0,0,94080,south san francisco,ca,Data Analyst,0
Financial Data Analyst- Remote USA,Conga,"proficiency cleaning, transforming and combining disparate data into highly reliable data sources.5-7 years of combined experience in finance, reporting and…",Spring 2022,95000.0,0.0,1,0,broomfield,co,Data Analyst,0
Data Visualization Information Specialist (Health Research),VA Portland Health Care System,*3-5 sample visualizations developed by the applicant and exemplifying principles of effective data visualization and scientific communication*.,Spring 2022,70853.0,90585.0,1,0,,,Other,specialist
Global Procurement Business Data Analyst - Flex or Work from...,Cigna,leverage data validation tools to proactively detect and monitor data inconsistencies across various sources and provide accurate metrics around data quality…,Spring 2022,67600.0,112600.0,1,63110,st. louis,mo,Data Analyst,0
Lead Data Analyst,Piper Companies,identify data sources required for projects and deliver plans to collect new data points.create and deliver presentations and data visualizations that convey…,Spring 2022,165000.0,175000.0,0,0,reston,va,Data Analyst,0
Business Analyst,AccumTech,perform in depth analysis on data files of varying formats.2+ years of experience in an it related analyst role.proficiency with microsoft office suite.,Spring 2022,60000.0,85000.0,0,48105,ann arbor,mi,Data Analyst,0
Business Analyst,The GSH Group,due diligence activities and in-depth analysis for acquisitions and existing projects.conduct market research utilizing internal and external resources.,Spring 2022,75000.0,80000.0,0,48017,clawson,mi,Data Analyst,0
Event Content Data Analyst,"Amazon Web Services, Inc.",the global events team at amazon web services (aws) is seeking an experienced data analyst and event operations manager.,Spring 2022,78800.0,137900.0,0,0,united states,,Data Analyst,0
Lead Data Analyst,Piper Companies,"at least 5 years of dashboard design skills, including 2+ years of experience with a dashboard toolset (access, tableau, qlik, domo, birst, etc) building and…",Spring 2022,120000.0,0.0,1,0,Remote,,Data Analyst,0
Data and Visualization Analyst,California State University,"knowledge of data administration principles and data modeling concepts.eligible and qualified on-campus applicants, currently in bargaining units 2, 5, 7, and…",Spring 2022,81780.0,90396.0,0,0,san francisco,ca,Data Analyst,0
Business Analyst,Maxi Technologies Inc.,"the successful candidate will be involved with data manipulation and collection, making sure that all data is relevant and accurate.",Spring 2022,70000.0,90000.0,1,0,,,Data Analyst,0
Data and Performance Analyst (StratAdv-Ex) - Job -,City of Seattle,"identifying opportunities to strengthen the court’s data practices including data governance, management, and use.",Spring 2022,104400.0,125280.0,0,0,seattle,wa,Data Analyst,0
Logistics Analyst,Integrated Talent Strategies,excellent math skills with the ability to apply to cost and analyze data.provide data to materials team to promote lean inventory levels in accordance with…,Spring 2022,50000.0,63000.0,0,48165,new hudson,mi,Data Analyst,0
Programmer Analyst,Johns Hopkins University,the programmer will implement non-routine macros and advanced techniques to combine data from different data sources and databases as well as use advanced…,Spring 2022,51210.0,70480.0,0,21205,baltimore,md,Data Analyst,0
Data Analyst,VMSI Inc.,"we are seeking a full-time training technologist to support our federal client in frederick, md.the training technologist is a valuable contributor who…",Spring 2022,50000.0,60000.0,1,0,silver sprg,md,Data Analyst,0
Data Analyst,DonorSearch,working with engineering and data vendors to improve the accuracy of our data sources.expert knowledge of data visualization software like tableau.,Spring 2022,55000.0,60000.0,1,0,,,Data Analyst,0
Research Data Analyst,Johns Hopkins University,demonstrated experience analyzing large data sets.develop and manage essential database processes including data cleaning and quality control.,Spring 2022,45650.0,62850.0,0,212053,baltimore,md,Data Analyst,0
HR Data Analyst,"MKS Instruments, Inc.","a minimum of a bachelor’s degree, ma/mba preferred, and 2-5 years of hr, data analyst, or related experience with demonstrated increased responsibility.",Spring 2022,55000.0,75000.0,1,0,Remote,,Data Analyst,0
DATA ANALYST,University of Wisconsin–Madison,5% assists with the identification of data and methodology issues and the development of technical solutions.experience curating data from a variety of sources…,Spring 2022,50060.0,0.0,0,53706,madison,wi,Data Analyst,0
Portfolio Data Analyst,TSI,conduct loan folder audits as assigned to ensure data integrity.review and submit data change requests at the property level internally and externally.,Spring 2022,55000.0,65000.0,1,0,,,Data Analyst,0
Business Analyst,Revolent Group,business or functional analyst experience (in a consulting environment preferred).actively run overall business analysis efforts according to the overall…,Spring 2022,70000.0,95000.0,1,0,,,Data Analyst,0
Data Analyst,Delta,collaborate with reporting analyst team to identify data sources and data querying logic.proactively identify data gaps and utilize the core bi team (diaa) to…,Spring 2022,75000.0,85000.0,0,76148,fort worth,tx,Data Analyst,0
Entry Level Business Analyst,GlobalSoftSolution,"involve in creating uat scripts for user acceptance and validation testing, and data dictionaries.we are a seamless back-end technology partner providing…",Spring 2022,60000.0,85000.0,1,0,,,Data Analyst,entry level
Data Analyst,"Blue River Financial Group, Inc.","market research and/or data analysis.manage, organize, and fix data within blue river’s crm (dealcloud).scrub data to assure target and buyer lists contain…",Spring 2022,45000.0,65000.0,1,0,,,Data Analyst,0
Broadband Data and GIS Analyst,The State of Kansas,"experience collecting and processing geospatial data, and using the data for map making.apply gis principles to support the mission of universal broadband…",Spring 2022,85000.0,105000.0,0,0,kansas,,Data Analyst,0
Facilities Data Analyst,North Carolina State University,assists other university analysts with relating their data to the space inventory data.serves as a facilities-related data analyst for the university…,Spring 2022,70000.0,85000.0,1,0,hybrid   north carola,,Data Analyst,0
Junior Data Analyst,Cobbs Creek Healthcare,this is an opportunity to learn fast under experienced analysts while solving real problems with a direct impact on the business.,Spring 2022,60000.0,70000.0,1,19073,hybrid   newtown square,pa,Data Analyst,junior
Technical Business Analyst (Remote),DaVita,"executive level presentations of data, graphs and metrics.the business analyst will become an expert in the layout and structure of the enterprise data…",Spring 2022,63000.0,83000.0,1,98001,federal way,wa,Data Analyst,0
Statistical Data Analyst,State of Georgia,ability to determine and map source to target data and documents data cleansing rules.experience working with large data sets.,Spring 2022,45000.0,50000.0,0,30334,atlanta,ga,Data Analyst,0
Data Analyst I,"Seventh Sense Consulting, LLC","3 years of experience conducting data analysis, data modeling, and data management with a commercial or federal client.hybrid 1-2 days in office.",Spring 2022,100000.0,115000.0,1,203503,hybrid   washgton,dc,Data Analyst,0
Data Analyst,"Leneer Data Assurance Solutions, Inc.",ability to perform complex data lineage analysis spanning multiple source systems and data transformations from a capital data perspective.,Spring 2022,95000.0,110000.0,0,28202,charlotte,nc,Data Analyst,0
Data Research Analyst (Remote),Acceleration Academies,"provide data uploads and assist with the development of accurate data reports.complete data cleaning, organize data files for analysis, and identify quality…",Spring 2022,85000.0,95000.0,1,60607,chicago,il,Data Analyst,0
Data Analyst II - Enterprise Reporting and Analytics - Telec...,Optum,"to access multiple data sources and design insightful products.1+ years with tableau, alteryx and/or other data visualization tools.",Spring 2022,54400.0,97000.0,1,5534615,eden prairie,mn,Data Analyst,0
Data Analyst (Remote),Adlucent,"statistical analysis and data visualization.at least one year of experience in a data analyst or equivalent role, or relevant project-based experience.",Spring 2022,60000.0,75000.0,1,78723,aust,tx,Data Analyst,0
Data Measurement & Reporting Lead Analyst - Evernorth,Cigna,"preferred experience with health data.minimum of 3+ years’ experience in data analysis with direct responsibility for data analysis and management, relational…",Spring 2022,70100.0,116800.0,1,61521,hartford,ct,Data Analyst,0
SR. Data Analyst (Healthcare) Work remotely/occasional offic...,Peopletek,"5+ years of relevant work experience (e.g., as a data analyst, data analytics, business analyst).data analysis skills: 5 years (preferred).",Spring 2022,100000.0,0.0,1,208141,bethesda,md,Data Analyst,sr
Data Analyst,Community Tech Alliance,"cta seeks to uplevel program impact by unlocking the potential of data, using software and data engineering, and removing the barriers to entry.",Spring 2022,85000.0,0.0,1,0,,,Data Analyst,0
Data Analyst,DigitCompass,processing financial data and managing databases; performing financial analysis and building advanced financial models to analyze security market data and…,Spring 2022,90000.0,150000.0,0,0,washgton,dc,Data Analyst,0
Data Analyst (FT),Carbon Mapper,provide geospatial and tabular data analysis to support data journalism and data storytelling initiatives.the data analyst will provide a broad range of data…,Spring 2022,65000.0,80000.0,1,0,,,Data Analyst,0
Data Analyst,Millennium Consulting,participate in shaping future data.strong abilities in statistical and data analysis.evaluate current data utilization process and provide recommendations for…,Spring 2022,90000.0,105000.0,1,0,providence,ri,Data Analyst,0
Data Analyst,Emonics LLC,proven working experience as a data analyst or business data analyst.acquire data from primary or secondary data sources and maintain databases/data systems.,Spring 2022,50000.0,110000.0,0,0,new york,ny,Data Analyst,0
Data Analytics Analyst  - HYBRID,Comcast,combines data as needed from disparate data sources to complete analysis.follows best practices and established policies in business intelligence data analysis…,Spring 2022,67947.0,101920.0,1,801123,hybrid   centennial,co,Data Analyst,0
Data Analyst,"SOLV Energy, LLC",troubleshoot performance data along with work order data for accurate reporting.1+ years experience in data analytics preferred.,Spring 2022,75000.0,85000.0,0,92127,san diego,ca,Data Analyst,0
Product Data Analyst (US),Credit Benchmark,"working, maintaining, and enhancing the credit benchmark structured data set.develop and implement improvements to operational processes, increasing accuracy…",Spring 2022,70000.0,75000.0,0,0,new york,ny,Data Analyst,0
Data Science Analyst,Avis Budget Group,identifying new or transformed data sources that could lead to better models and insights.translating data insights into actions and recommendations that will…,Spring 2022,60000.0,90000.0,0,7054,parsippany,nj,Data Scientist,0
Data Management Analyst,Community Healthcare Network Inc,"write complex sql queries to extract data from the ehr.in addition to postgresql and microsoft sql server, the data analyst will use a variety of technologies,…",Spring 2022,60000.0,70000.0,0,10010,new york,ny,Data Analyst,0
"Senior Data Analyst - Talent Analytics, RVO Health",Red Ventures,writing sql queries against complex databases for data extraction.demonstrated ability to synthesize data into actionable insights and communicate…,Spring 2022,100000.0,160000.0,1,0,charlotte,nc,Data Analyst,senior
Business Data Analyst,IT alliances,you will be part of a squad of data professionals with a combined skill set to successfully deliver on a broad range of data related projects and activities to…,Spring 2022,110000.0,0.0,0,10001,new york,ny,Data Analyst,0
"Program Associate I - Data, Monitoring, & Reporting Speciali...",DPSCD,"develop policies and procedures for data handling and report submission.develop, analyze, interpret, and report cte and career readiness data and program…",Spring 2022,62286.0,81471.0,0,482021,detroit,mi,Other,associate
 Business Analyst Recent Grad Positions – Cat Digital,Caterpillar,"currently attending or recently graduated from a 4-year accredited university/college with a minimum bachelor’s degree in data analytics, business analytics,…",Spring 2022,85000.0,0.0,0,60622,chicago,il,Data Analyst,0
Entry Level Business Analyst,CapitalPlanHoldings,"capitalplanholdings* designs products with a clear understanding that everybody, each community, and all households are affected by some form of systems…",Spring 2022,60000.0,85000.0,1,94105,hybrid   san francisco,ca,Data Analyst,entry level
Data Analyst,SonderMind Careers,"2-4 years of experience in data analytics or management consulting with deep analytics work.this role will be a key point of contact for business intelligence,…",Spring 2022,70000.0,90000.0,1,0,hybrid   denver,co,Data Analyst,0
Data Analyst (Initially Remote),IT Alliances Inc,"demonstrate prior success in a role requiring a multi-disciplinary skillset, combining aspects of data/product analysis, project management, and data governance…",Spring 2022,90000.0,110000.0,0,0,charlotte,nc,Data Analyst,0
Pricing Data Analyst III (Remote-Home Based Worker),Allstate,"performs data verification/reasonability checks on the data to ensure accuracy.ability to leverage various data sources and applications to retrieve, conduct…",Spring 2022,47200.0,50000.0,1,0,,,Data Analyst,0
Data Analytics Consultant - Remote,UnitedHealthcare,"2+ years of hands-on experience in data analysis, data science, data-driven investigations, data storytelling, visualizations, and analytic insight creation for…",Spring 2022,66100.0,118300.0,1,55345,mnetonka,mn,Data Analyst,0
Data Analyst,"Gabrielle Bernstein, Inc.","*conduct competitive research and analyze benchmarking data.*.*exceptional attention to detail with a high degree of organization, accuracy, and flexibility.*.",Spring 2022,43236.0,94551.0,1,0,,,Data Analyst,0
"Sr. Analyst - Data Analytics and Visualization, Commercial H...",Mathematica Policy Research,"demonstrated experience in healthcare claims data as well as at least two other real world evidence data sources (e.g., electronic health record data, biometric…",Spring 2022,100000.0,130000.0,0,0,ann arbor,mi,Data Analyst,sr
Data Analyst,KIPP SoCal Public Schools,"attention to detail and commitment to data integrity.the data analyst will read, clean, and analyze data from various systems, create data visualizations, and…",Spring 2022,62100.0,77600.0,0,90063,los angeles,ca,Data Analyst,0
Business Intel Analyst I/II (Data Science),Navy Federal Credit Union,"obtain quantitative and qualitative data of business processes to analyze, determine and promote data driven decisions.wayup top 100 internship programs.",Spring 2022,72300.0,142000.0,0,221801,vienna,va,Data Scientist,0
"Data Analyst, Marketing",dbt Labs,have 1+ years experience as a marketing data analyst at a saas company.identify strategic data opportunities for the business.,Spring 2022,110000.0,130000.0,1,0,united states,,Data Analyst,0
Payment Operations Data Analyst,Billtrust US Careers,"a love for data and solving problems relating to data (collecting, managing and measuring quality).experience with financial data, payment operations,…",Spring 2022,60000.0,80000.0,1,0,philadelphia,pa,Data Analyst,0
Business Intelligence Analyst,GardaWorld Federal Services,3-5 years corporate experience.collaborating with team members for the purpose of collecting data and executing the company’s mission.,Spring 2022,85000.0,0.0,1,0,,,Data Analyst,0
Administrative Analyst I,Housing Authority City of Los Angeles,"conduct interviews; collect, organize and interpret data.vesting is five (5) years.perform research, observe operations; analyze and consolidate data from a…",Spring 2022,71198.0,98280.0,0,0,california,,Data Analyst,0
BI Analyst,Zorang Technologies,"ability to quickly access data, perform detailed analysis and summarize insights for leadership (sql preferred).",Spring 2022,120000.0,140000.0,1,0,,,Data Analyst,0
DATA ANALYST WITH SQL,Turing IT,"experience working with data, data movements, data challenges, etc 2.not looking for someone to work with excel to sort thru thousands of lines of data 5. .",Spring 2022,47434.0,110129.0,1,0,,,Data Analyst,0
Data and Reporting Analyst,"Research Foundation for Mental Hygiene, Inc.","monitor outstanding requests for data to meet reporting and presentation deadlines.proficiency in navigating computer systems, ability to learn new data…",Spring 2022,64447.0,81795.0,0,11101,long island city,ny,Data Analyst,0
Data Analyst - (REMOTE),American Homes 4 Rent,"extracts data from primary and secondary sources and assess the quality and meaning of data, translates data into a readable format.(this is a remote role).",Spring 2022,67050.0,95865.0,1,0,las vegas,nv,Data Analyst,0
Configuration/Data Management Analyst,Bryce Space and Technology,"maintain appropriate data access/security, availability, and security markings.perform integration and analysis of data, products, and system tools.",Spring 2022,60000.0,0.0,1,20546,hybrid   washgton,dc,Data Analyst,0
"Analyst, HR Reporting & Data",Cohesity,"partner on requests for workforce data from the business with an eye for ensuring data privacy/security and data governance practices are in place, consistent…",Spring 2022,118000.0,0.0,1,95110,san jose,ca,Data Analyst,0
Analyst,Judicial Council of California,create and run data analyses to monitor and troubleshoot jbsis data transmittal errors and provide technical assistance on data submissions.,Spring 2022,6876.0,10314.0,0,94102,san francisco,ca,Data Analyst,0
Senior Data Analyst / Business intelligence Developer,Simplex Info Systems,"primary skills sql, python, r , tableau, advance sql , power bi, excel, stored procedures, lookers.nice to have: data pipelines, ssis, sql jobs, snowflake.",Spring 2022,84068.0,172027.0,0,75241,dallas,tx,Data Analyst,senior
Entry Level Business Analyst,DigitalTransGlobal,"effective written and verbal communication skills, including effectively communicating with business users and software developers, team participation and…",Spring 2022,60000.0,80000.0,1,0,,,Data Analyst,entry level
"Senior Analyst, FP&A (Data & Operations)",Chime,basic knowledge of sql to query data preferred.partner with data engineering and analytics to automate our data pulls and financial forecasting using systems…,Spring 2022,106400.0,0.0,1,94108,san francisco,ca,Data Analyst,senior
Data Analyst,Discovery Support Services LLC,"enhance data management and document data sharing practices.provide analysis, analytical modeling, and/or data visualization on data sets using relevant data…",Spring 2022,55000.0,80000.0,0,0,bethesda,md,Data Analyst,0
Data Analyst - ARPA,"City of Baltimore, Mayor's Office of Employment...","develop queries to extract data from different sources including transactional applications, local and regional labor market, and demographic data sources.",Spring 2022,66000.0,0.0,1,0,hybrid   baltimore,md,Data Analyst,0
Supervisory Program Analyst,U.S. Department of Homeland Security,status candidates may also apply under [fema-22-ctg-531416-mp].the department of homeland security (dhs) is calling on those who want to help protect american…,Spring 2022,126233.0,164102.0,0,0,washgton,dc,Data Analyst,0
Data Analyst Mid or Senior - Remote,Progressive,"proficiency in data extraction from various data sources.as a data analyst mid or senior on the commercial lines product control team, you’ll maintain and…",Spring 2022,54800.0,88400.0,1,0,Remote,,Data Analyst,senior
STATISTICAL ANALYST  - -,State of Tennessee,enters or imports collected statistical data into appropriate database and fields to analyze data.monitors work flow and data by contacting outside sources to…,Spring 2022,38472.0,61524.0,0,37243,nashville,tn,Data Analyst,0
Remote Data Manipulation Analyst,Michael Page,you have data manipulation experience.you will work to format and reformat the data you extract.you will convert the data into one of the existing systems.,Spring 2022,100000.0,120000.0,1,0,bensalem,pa,Data Analyst,0
Data Analyst,Principal Financial Group,effectively utilize complex computer programs to mine data sources providing relevant information in an easily consumable manner.,Spring 2022,55100.0,76000.0,0,50392,des moes,ia,Data Analyst,0
Data Analyst,Project Consulting Group (PCG),"experience with data cleansing, data conversion and etl initiatives.take data in existing access database and clean and update the data.",Spring 2022,80000.0,120000.0,0,55082,stillwater,mn,Data Analyst,0
Data Analyst II,Computershare,this is a great opportunity for an experienced individual to join a data analytics team focused on the accurate and efficient transfer of mortgage loan data.,Spring 2022,62000.0,72000.0,1,0,greenwood village,co,Data Analyst,0
Data Analyst,Cloud Mentor,present the source data points to the client for effective data migration.prepare data migration test plans.extract data from the client's old system (various…,Spring 2022,75000.0,90000.0,1,0,allentown,pa,Data Analyst,0
Business Analytics Advisor (Growth Analytics Business Intell...,Cigna,"this role will partner closely with individuals from health plan analytics, it, and our enterprise 360 teams to define data requirements, design database…",Spring 2022,90500.0,150800.0,0,0,bloomfield,ct,Data Analyst,0
"Business Analyst, Perceptor (Kumo Analytics), AWS Support","Amazon Web Services, Inc.","5+ years of relevant work experience as a business analyst, financial analyst, or similar position requiring advanced data analysis.",Spring 2022,73300.0,102200.0,1,0,,,Data Analyst,0
Insights & Reporting Analyst ,U.S. Bank,"acquires data from multiple data sources in order to perform analysis and reporting.ability to data mine, analyze data, and present insights in a meaningful…",Spring 2022,84065.0,98900.0,1,0,Remote,,Data Analyst,0
Data Visualization Analyst,Tristrux,act as a translator between business and technical teams by consulting on the data available or feasibility of acquiring data.tell a story through data.,Spring 2022,85000.0,120000.0,0,7470,wayne,nj,Data Analyst,0
"Business Intelligence Analyst, (Remote)",Cherokee Federal,"the business intelligence analyst will perform business analysis, requirements gathering, testing, and documentation of applications.",Spring 2022,130000.0,140000.0,1,0,united states,,Data Analyst,0
Data Systems Analyst - Full Circle/Blue Cherry,Barco Uniforms,"as applicable, ensure upkeep of technical documentation such as process and data flows, data dictionary, training materials and other relevant documents.",Spring 2022,100000.0,120000.0,1,0,,,Data Analyst,0
Privacy & Compliance Business Analyst,iTalent Digital,"experience in business & operational support experience (process, documentation, data analysis).reporting tools: 3 years (preferred).",Spring 2022,75000.0,0.0,1,0,,,Data Analyst,0
Data Analyst,Calculated Hire,"minimum position qualifications bachelor's degree in accounting, finance, healthcare or comparable discipline any experience in financial, data, or statistical…",Spring 2022,65000.0,75000.0,1,0,Remote,,Data Analyst,0
Business Analytics Analyst - DOMO,Michael Page,"2-3 years of experience with relational structures, structured query language (sql), data warehouse.experience using cloud data warehouse tools.",Spring 2022,100000.0,130000.0,0,7705617,houston,tx,Data Analyst,0
IT Business Analyst – Data Modeling,Auburn University,"experience working with data, data quality, and movement of data between systems.data modelers work with various constituents to align the business needs by…",Spring 2022,35000.0,86400.0,0,0,auburn,al,Data Analyst,0
Business Analyst -,Mattson Resources,a minimum of 5 years’ experience in business analysis or a related field.understand and enhance communications and data exchanged between accounting and other…,Spring 2022,60000.0,0.0,0,78730,aust,tx,Data Analyst,0
Quality Improvement Analyst II,Valley Community Healthcare,"qualification requirements: * : * minimum bachelor’s degree in computer science, information systems, health informatics, statistics, mathematics, or related…",Spring 2022,70000.0,75000.0,0,91605,north hollywood,ca,Data Analyst,0
Remote Business Information Analyst II,Elevance Health,"this position is responsible for serving as an expert in data analysis, reporting, dashboard design and data visualization.how you will make an impact:",Spring 2022,58960.0,73700.0,0,0,Remote,,Data Analyst,0
Senior Data Analyst,CarePoint Health,"develop and maintain etl processes for importing data into sql servers from multiple data sources.this role will also be responsible for validating, assessing,…",Spring 2022,95000.0,120000.0,1,0,denver,co,Data Analyst,senior
Business Analyst III,City of Salem,industry-recognized business analyst certification(s) preferred.eligible for sign on bonus if you start before 9/30/2022!*.,Spring 2022,51138.0,82332.0,0,24153,salem,va,Data Analyst,0
RAPA Data Analyst,"Northeast Power Coordinating Council, Inc.","§ skilled in data analytics and metrics optimization.§ provide ongoing reports, data visualizations and dashboards.",Spring 2022,80000.0,90000.0,0,10018,new york,ny,Data Analyst,0
Business Analyst,Sagitec,analyze data and data models in collaboration with developers.participate in data migration to sql server.write sql queries in microsoft sql server to procure…,Spring 2022,75000.0,103000.0,1,0,,,Data Analyst,0
